log file,instance id,domain class,search algorithm,plan length,vanilla repair length,vanilla repair,goal reached,num nodes generated,sum h cost,sum f cost,sum h cost time,sum grounding time,search time,search g cost,search repair set,repair length comparison,error message
exp_logs_anu/dfs relax-prec lp1/visitall-opt11-strips__pproblem03-half-err-rate-0-5.yaml,visitall-opt11-strips__pproblem03-half-err-rate-0-5,visitall-opt11-strips,dfs,7,1,"move,(visited ?nextpos),effPos,1",True,314,0,0,0.0,4.25,6.21,1.0,"move,(visited ?curpos),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob26-err-rate-0-5.yaml,mprime__pprob26-err-rate-0-5,mprime,dfs,6,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/pipesworld-notankage__pp01-net1-b6-g2-err-rate-0-3.yaml,pipesworld-notankage__pp01-net1-b6-g2-err-rate-0-3,pipesworld-notankage,dfs,5,0,,True,26,0,0,0.0,0.49,1.77,1.0,"push-unitarypipe,(on ?batch-atom-in ?to-area),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/visitall-opt11-strips__pproblem02-full-err-rate-0-1.yaml,visitall-opt11-strips__pproblem02-full-err-rate-0-1,visitall-opt11-strips,dfs,3,1,"move,(visited ?nextpos),effPos,1",True,6,0,0,0.0,0.05,1.18,1.0,"move,(visited ?nextpos),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/miconic__ps2-0-err-rate-0-5.yaml,miconic__ps2-0-err-rate-0-5,miconic,dfs,8,2,"depart,(boarded ?p),precPos,-1
depart,(served ?p),effPos,1",True,14,0,0,0.0,0.12,1.28,2.0,"depart,(boarded ?p),precPos,-1
depart,(served ?p),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/miconic__ps1-1-err-rate-0-1.yaml,miconic__ps1-1-err-rate-0-1,miconic,dfs,3,1,"board,(boarded ?p),effPos,1",True,4,0,0,0.0,0.05,1.19,1.0,"board,(boarded ?p),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/miconic__ps2-3-err-rate-0-3.yaml,miconic__ps2-3-err-rate-0-3,miconic,dfs,7,1,"board,(boarded ?p),effPos,1",True,14,0,0,0.0,0.16,1.35,1.0,"board,(boarded ?p),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-2-1-err-rate-0-5.yaml,ged-opt14-strips__pd-2-1-err-rate-0-5,ged-opt14-strips,dfs,1,0,,True,2,0,0,0.0,0.04,1.20,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob30-err-rate-0-3.yaml,mprime__pprob30-err-rate-0-3,mprime,dfs,9,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/blocks__pprobBLOCKS-6-1-err-rate-0-1.yaml,blocks__pprobBLOCKS-6-1-err-rate-0-1,blocks,dfs,10,0,,True,1056,0,0,0.0,10.46,13.75,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/woodworking-sat08-strips__pp21-err-rate-0-3.yaml,woodworking-sat08-strips__pp21-err-rate-0-3,woodworking-sat08-strips,dfs,8,,,False,,,,,,,,,,"Can't perform vanilla repair: Problem is unsolvable
Traceback (most recent call last):
  File ""instance_solver.py"", line 40, in solve_instance
    gr = ground_repair(
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/vanilla_runs/run_songtuans_vanilla.py"", line 22, in ground_repair
    raise Exception(""Problem is unsolvable"")
Exception: Problem is unsolvable
"
exp_logs_anu/dfs relax-prec lp1/mprime__pprob19-err-rate-0-5.yaml,mprime__pprob19-err-rate-0-5,mprime,dfs,8,1,"overcome,(harmony ?v ?s1),effPos,1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/mystery__pprob11-err-rate-0-1.yaml,mystery__pprob11-err-rate-0-1,mystery,dfs,7,1,"succumb,(attacks ?s1 ?c),precPos,-1",False,,,,,,1.97,,,,
exp_logs_anu/dfs relax-prec lp1/tetris-opt14-strips__pp03-4-err-rate-0-3.yaml,tetris-opt14-strips__pp03-4-err-rate-0-3,tetris-opt14-strips,dfs,10,1,"move_square,(clear ?xy_initial),effPos,1",True,563,0,0,0.0,14.7,18.37,2.0,"move_square,(not (clear ?xy_final)),effNeg,-1
move_square,(clear ?xy_initial),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/woodworking-sat08-strips__pp11-err-rate-0-5.yaml,woodworking-sat08-strips__pp11-err-rate-0-5,woodworking-sat08-strips,dfs,6,2,"do-glaze,(treatment ?x untreated),precPos,-1
do-plane,(treatment ?x ?oldtreatment),precPos,-1",False,,,,,,1.27,,,,"An error occurred during A* search: 'verysmooth' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 163, in find_path
    neighbors = sorted(current_node.get_neighbors(), key=lambda x: x.g_cost, reverse=True)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 134, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in parse_domain
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
ValueError: 'verysmooth' is not in list
"
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-3-2-err-rate-0-1.yaml,ged-opt14-strips__pd-3-2-err-rate-0-1,ged-opt14-strips,dfs,8,0,,True,23,0,0,0.0,0.15,1.63,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob29-err-rate-0-3.yaml,mprime__pprob29-err-rate-0-3,mprime,dfs,4,0,,True,22,0,0,0.0,0.57,1.82,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/zenotravel__pp03-err-rate-0-5.yaml,zenotravel__pp03-err-rate-0-5,zenotravel,dfs,6,2,"fly,(next ?c2 ?a),effPos,1
fly,(in ?l2 ?a),precPos,-1",False,,,,,,1.29,,,,
exp_logs_anu/dfs relax-prec lp1/woodworking-sat11-strips__pp10-err-rate-0-1.yaml,woodworking-sat11-strips__pp10-err-rate-0-1,woodworking-sat11-strips,dfs,6,0,,False,,,,,,1.20,,,,"An error occurred during A* search: 'verysmooth' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 163, in find_path
    neighbors = sorted(current_node.get_neighbors(), key=lambda x: x.g_cost, reverse=True)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 134, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in parse_domain
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
ValueError: 'verysmooth' is not in list
"
exp_logs_anu/dfs relax-prec lp1/mprime__pprob15-err-rate-0-5.yaml,mprime__pprob15-err-rate-0-5,mprime,dfs,6,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/mprime__pprob16-err-rate-0-3.yaml,mprime__pprob16-err-rate-0-3,mprime,dfs,7,0,,True,7775,0,0,0.0,365.16,414.85,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/data-network-opt18-strips__pp15-err-rate-0-3.yaml,data-network-opt18-strips__pp15-err-rate-0-3,data-network-opt18-strips,dfs,8,0,,True,112,0,0,0.0,4.96,7.18,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob03-err-rate-0-3.yaml,mprime__pprob03-err-rate-0-3,mprime,dfs,6,1,"succumb,(harmony ?v ?s1),precPos,-1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/mystery__pprob29-err-rate-0-1.yaml,mystery__pprob29-err-rate-0-1,mystery,dfs,4,1,"overcome,(harmony ?s1 ?n),precPos,-1",False,,,,,,1.25,,,,
exp_logs_anu/dfs relax-prec lp1/scanalyzer-08-strips__pp24-err-rate-0-1.yaml,scanalyzer-08-strips__pp24-err-rate-0-1,scanalyzer-08-strips,dfs,5,1,"analyze-4,(on ?c2 ?s1),effPos,1",False,,,,,,1.20,,,,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob21-err-rate-0-5.yaml,mprime__pprob21-err-rate-0-5,mprime,dfs,7,2,"succumb,(fears ?c ?v),precPos,-1
drink,(locale ?n1 ?l22),effPos,1",True,79,0,0,0.0,0.38,2.05,1.0,"succumb,(fears ?c ?v),precPos,-1",shorter,
exp_logs_anu/dfs relax-prec lp1/miconic__ps2-4-err-rate-0-3.yaml,miconic__ps2-4-err-rate-0-3,miconic,dfs,9,1,"up,(destin ?f1 ?f2),precPos,-1",False,,,,,,1.18,,,,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob34-err-rate-0-5.yaml,mprime__pprob34-err-rate-0-5,mprime,dfs,4,0,,True,860,0,0,0.0,38.21,44.94,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-4-2-err-rate-0-1.yaml,ged-opt14-strips__pd-4-2-err-rate-0-1,ged-opt14-strips,dfs,7,0,,True,18,0,0,0.0,0.2,1.46,5.0,"end-splice-2,(inverted ?y),effPos,1
begin-transpose-splice,(cw ?y ?x),effPos,1
begin-cut,(not (cw ?x ?y)),effNeg,-1
end-cut-1,(normal ?x),effPos,1
end-cut-2,(cw ?y ?x),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob08-err-rate-0-3.yaml,mprime__pprob08-err-rate-0-3,mprime,dfs,7,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/woodworking-opt08-strips__pp01-err-rate-0-3.yaml,woodworking-opt08-strips__pp01-err-rate-0-3,woodworking-opt08-strips,dfs,9,1,"do-glaze,(colour ?x ?newcolour),precPos,-1",False,,,,,,1.22,,,,"An error occurred during A* search: 'verysmooth' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 163, in find_path
    neighbors = sorted(current_node.get_neighbors(), key=lambda x: x.g_cost, reverse=True)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 133, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in parse_domain
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
ValueError: 'verysmooth' is not in list
"
exp_logs_anu/dfs relax-prec lp1/freecell__pp01-err-rate-0-3.yaml,freecell__pp01-err-rate-0-3,freecell,dfs,8,0,,True,10,0,0,0.0,0.22,1.43,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob03-err-rate-0-1.yaml,mystery__pprob03-err-rate-0-1,mystery,dfs,4,0,,True,166,0,0,0.0,5.53,7.42,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/transport-opt08-strips__pp11-err-rate-0-1.yaml,transport-opt08-strips__pp11-err-rate-0-1,transport-opt08-strips,dfs,9,0,,True,83,0,0,0.0,1.13,3.10,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob15-err-rate-0-1.yaml,mprime__pprob15-err-rate-0-1,mprime,dfs,6,1,"overcome,(fears ?c ?s2),precPos,-1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/logistics00__pprobLOGISTICS-5-2-err-rate-0-3.yaml,logistics00__pprobLOGISTICS-5-2-err-rate-0-3,logistics00,dfs,8,0,,True,693,0,0,0.0,12.55,16.26,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/woodworking-sat08-strips__pp11-err-rate-0-1.yaml,woodworking-sat08-strips__pp11-err-rate-0-1,woodworking-sat08-strips,dfs,6,0,,False,,,,,,1.19,,,,"An error occurred during A* search: 'verysmooth' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 163, in find_path
    neighbors = sorted(current_node.get_neighbors(), key=lambda x: x.g_cost, reverse=True)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 134, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in parse_domain
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
ValueError: 'verysmooth' is not in list
"
exp_logs_anu/dfs relax-prec lp1/blocks__pprobBLOCKS-4-0-err-rate-0-3.yaml,blocks__pprobBLOCKS-4-0-err-rate-0-3,blocks,dfs,6,0,,True,33,0,0,0.0,0.25,1.76,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-3-2-err-rate-0-5.yaml,ged-opt14-strips__pd-3-2-err-rate-0-5,ged-opt14-strips,dfs,8,2,"begin-cut,(s-first ?y),precPos,-1
end-splice-1,(swappable ?y ?x),precPos,-1",True,43,0,0,0.0,0.55,2.03,7.0,"invert-single-gene-a,(normal ?x),effPos,1
begin-transpose-splice,(inverted ?x),effPos,1
end-splice-1,(swappable ?y ?x),precPos,-1
end-splice-1,(cw ?x ?y),effPos,1
end-splice-2,(inverted ?x),effPos,1
begin-cut,(s-first ?y),precPos,-1
end-cut-1,(cw ?y ?x),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-3-1-err-rate-0-3.yaml,ged-opt14-strips__pd-3-1-err-rate-0-3,ged-opt14-strips,dfs,9,0,,True,32,0,0,0.0,0.21,1.69,6.0,"begin-transpose-splice,(inverted ?y),effPos,1
invert-single-gene-a,(not (normal ?x)),effNeg,-1
begin-transpose-splice,(not (cw ?x ?y)),effNeg,-1
begin-cut,(cw ?y ?x),effPos,1
end-cut-2,(inverted ?y),effPos,1
end-splice-2,(cw ?y ?x),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/zenotravel__pp03-err-rate-0-1.yaml,zenotravel__pp03-err-rate-0-1,zenotravel,dfs,6,0,,True,34,0,0,0.0,0.47,1.89,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/freecell__pprobfreecell-2-5-err-rate-0-3.yaml,freecell__pprobfreecell-2-5-err-rate-0-3,freecell,dfs,9,1,"sendtohome,(clear ?oldcard),effPos,1",False,,,,,,1.68,,,,
exp_logs_anu/dfs relax-prec lp1/transport-sat08-strips__pp01-err-rate-0-3.yaml,transport-sat08-strips__pp01-err-rate-0-3,transport-sat08-strips,dfs,6,1,"pick-up,(capacity ?v ?s1),effPos,1",False,,,,,,1.24,,,,
exp_logs_anu/dfs relax-prec lp1/woodworking-sat11-strips__pp10-err-rate-0-5.yaml,woodworking-sat11-strips__pp10-err-rate-0-5,woodworking-sat11-strips,dfs,6,0,,False,,,,,,1.20,,,,"An error occurred during A* search: 'verysmooth' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 163, in find_path
    neighbors = sorted(current_node.get_neighbors(), key=lambda x: x.g_cost, reverse=True)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 134, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in parse_domain
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
ValueError: 'verysmooth' is not in list
"
exp_logs_anu/dfs relax-prec lp1/mystery__pprob03-err-rate-0-5.yaml,mystery__pprob03-err-rate-0-5,mystery,dfs,4,2,"feast,(pleasure ?n2),precPos,-1
overcome,(attacks ?s2 ?s1),precPos,-1",False,,,,,,1.24,,,,
exp_logs_anu/dfs relax-prec lp1/transport-opt08-strips__pp11-err-rate-0-5.yaml,transport-opt08-strips__pp11-err-rate-0-5,transport-opt08-strips,dfs,9,1,"pick-up,(capacity ?v ?s2),effPos,1",False,,,,,,2.43,,,,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob15-err-rate-0-3.yaml,mystery__pprob15-err-rate-0-3,mystery,dfs,6,1,"overcome,(harmony ?v ?s1),effPos,1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/scanalyzer-08-strips__pp24-err-rate-0-5.yaml,scanalyzer-08-strips__pp24-err-rate-0-5,scanalyzer-08-strips,dfs,5,1,"analyze-4,(on ?c2 ?s1),effPos,1",False,,,,,,1.42,,,,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob29-err-rate-0-5.yaml,mystery__pprob29-err-rate-0-5,mystery,dfs,4,0,,True,84,0,0,0.0,2.9,4.41,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob21-err-rate-0-1.yaml,mprime__pprob21-err-rate-0-1,mprime,dfs,7,1,"feast,(fears ?v ?v),precPos,-1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/satellite__pp01-pfile1-err-rate-0-3.yaml,satellite__pp01-pfile1-err-rate-0-3,satellite,dfs,9,0,,True,122,0,0,0.0,1.68,3.14,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-1-4-err-rate-0-3.yaml,ged-opt14-strips__pd-1-4-err-rate-0-3,ged-opt14-strips,dfs,1,0,,True,2,0,0,0.0,0.03,1.17,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-4-2-err-rate-0-5.yaml,ged-opt14-strips__pd-4-2-err-rate-0-5,ged-opt14-strips,dfs,7,1,"begin-transpose-splice,(have-cut ),precPos,-1",True,16,0,0,0.0,0.13,1.45,4.0,"end-splice-1,(cw ?x ?y),effPos,1
begin-transpose-splice,(not (cw ?x ?y)),effNeg,-1
end-cut-1,(cw ?y ?x),effPos,1
begin-transpose-splice,(have-cut ),precPos,-1",longer,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob34-err-rate-0-1.yaml,mprime__pprob34-err-rate-0-1,mprime,dfs,4,0,,True,893,0,0,0.0,38.42,44.67,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob27-err-rate-0-1.yaml,mprime__pprob27-err-rate-0-1,mprime,dfs,5,1,"feast,(locale ?n2 ?n1),precPos,-1",False,,,,,,1.64,,,,
exp_logs_anu/dfs relax-prec lp1/pegsol-08-strips__pp02-err-rate-0-3.yaml,pegsol-08-strips__pp02-err-rate-0-3,pegsol-08-strips,dfs,9,1,"jump-new-move,(in-line ?from ?over ?from),precPos,-1",False,,,,,,2.83,,,,
exp_logs_anu/dfs relax-prec lp1/pegsol-08-strips__pp01-err-rate-0-5.yaml,pegsol-08-strips__pp01-err-rate-0-5,pegsol-08-strips,dfs,7,0,,True,139,0,0,0.0,1.96,3.56,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/scanalyzer-08-strips__pp22-err-rate-0-5.yaml,scanalyzer-08-strips__pp22-err-rate-0-5,scanalyzer-08-strips,dfs,5,0,,True,6,0,0,0.0,0.1,1.32,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/blocks__pprobBLOCKS-5-1-err-rate-0-1.yaml,blocks__pprobBLOCKS-5-1-err-rate-0-1,blocks,dfs,10,0,,True,314,0,0,0.0,2.86,4.92,2.0,"stack,(on ?y ?x),effPos,1
stack,(ontable ?x),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob32-err-rate-0-1.yaml,mprime__pprob32-err-rate-0-1,mprime,dfs,8,0,,True,273,0,0,0.0,9.38,12.36,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-1-2-err-rate-0-3.yaml,ged-opt14-strips__pd-1-2-err-rate-0-3,ged-opt14-strips,dfs,1,0,,True,2,0,0,0.0,0.03,1.21,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/miconic__ps1-3-err-rate-0-3.yaml,miconic__ps1-3-err-rate-0-3,miconic,dfs,4,2,"up,(above ?f2 ?f2),precPos,-1
depart,(origin ?p ?f),precPos,-1",False,,,,,,1.17,,,,
exp_logs_anu/dfs relax-prec lp1/miconic__ps2-1-err-rate-0-1.yaml,miconic__ps2-1-err-rate-0-1,miconic,dfs,8,1,"board,(above ?p ?p),precPos,-1",False,,,,,,1.18,,,,
exp_logs_anu/dfs relax-prec lp1/miconic__ps1-0-err-rate-0-5.yaml,miconic__ps1-0-err-rate-0-5,miconic,dfs,4,0,,True,5,0,0,0.0,0.06,1.18,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/transport-opt08-strips__pp01-err-rate-0-3.yaml,transport-opt08-strips__pp01-err-rate-0-3,transport-opt08-strips,dfs,5,1,"drop,(in ?p ?v),precPos,-1",True,20,0,0,0.0,0.23,1.56,1.0,"drop,(in ?p ?v),precPos,-1",equal,
exp_logs_anu/dfs relax-prec lp1/hiking-opt14-strips__pptesting-2-2-3-err-rate-0-3.yaml,hiking-opt14-strips__pptesting-2-2-3-err-rate-0-3,hiking-opt14-strips,dfs,10,0,,True,222,0,0,0.0,3.16,4.99,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob10-err-rate-0-5.yaml,mystery__pprob10-err-rate-0-5,mystery,dfs,8,2,"overcome,(craves ?s1 ?n),precPos,-1
feast,(orbits ?l2 ?v),precPos,-1",False,,,,,,1.67,,,,
